C,1.00
Rust,1.04
C++,1.56
Ada,1.85
Java,1.89
Chapel,2.14
Go,2.83
Pascal,3.02
Ocaml,3.09
C#,3.14
Lisp,3.40
Haskell,3.55
Swift,4.20
Fortran,4.20
F#,6.30
JavaScript,6.52
Dart,6.67
Racket,11.27
Hack,26.99
PHP,27.64
Erlang,36.71
Jruby,43.44
TypeScript,46.20
Ruby,59.34
Perl,65.79
Python,71.90
Lua,82.91
